seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13102,726705,0,45313352,6',Hayden White (Indy Eleven) Yellow Card at 6',2025-05-31 04:51:09
13102,726705,1,45313914,45',Nicola Rosamilia (One Knoxville) Substitution at 45',2025-05-31 04:51:09
13102,726705,2,45313915,45',Abel Caputo (One Knoxville) Substitution at 45',2025-05-31 04:51:09
13102,726705,3,45313939,47',Elvis Amoh (Indy Eleven) Goal at 47',2025-05-31 04:51:09
13102,726705,4,45314175,62',Josh O'Brien (Indy Eleven) Substitution at 62',2025-05-31 04:51:09
13102,726705,5,45314191,62',Angelo Kelly-Rosales (One Knoxville) Substitution at 62',2025-05-31 04:51:09
13102,726705,6,45314192,62',Romario Williams (Indy Eleven) Substitution at 62',2025-05-31 04:51:09
13102,726705,7,45314193,62',Edward Kizza (Indy Eleven) Substitution at 62',2025-05-31 04:51:09
13102,726705,8,45314236,70',Elliot Collier (Indy Eleven) Substitution at 70',2025-05-31 04:51:09
13102,726705,9,45314279,75',Babacar Diene (One Knoxville) Substitution at 75',2025-05-31 04:51:09
13102,726705,10,45314317,78',Jack Blake (Indy Eleven) Yellow Card at 78',2025-05-31 04:51:09
13102,726705,11,45314363,80',Jordan Skelton (One Knoxville) Yellow Card at 80',2025-05-31 04:51:09
13102,726705,12,45314349,81',Cam Lindley (Indy Eleven) Substitution at 81',2025-05-31 04:51:09
13102,726705,13,45314472,86',Heath Martin (One Knoxville) Substitution at 86',2025-05-31 04:51:09
13102,726705,14,45314565,90'+1',Jordan Skelton (One Knoxville) Red Card at 91',2025-05-31 04:51:09
13102,726705,15,45314612,90'+3',Cam Lindley (Indy Eleven) Yellow Card at 93',2025-05-31 04:51:09
13102,726706,0,45333270,4',Pierce Gallaway (Monterey Bay) Goal at 4',2025-05-29 04:49:14
13102,726706,1,45333309,7',Jack Denton (Spokane Velocity FC) Yellow Card at 7',2025-05-29 04:49:14
13102,726706,2,45333505,16',Nil Vinyals (Spokane Velocity FC) Yellow Card at 16',2025-05-29 04:49:14
13102,726706,3,45333605,24',Mayele Malango (Monterey Bay) Substitution at 24',2025-05-29 04:49:14
13102,726706,4,45333868,45',Joel Garcia Jr. (Monterey Bay) Substitution at 45',2025-05-29 04:49:14
13102,726706,5,45333873,45',Masango Akale (Spokane Velocity FC) Substitution at 45',2025-05-29 04:49:14
13102,726706,6,45333906,53',Nico Gordon (Monterey Bay) Substitution at 53',2025-05-29 04:49:14
13102,726706,7,45333907,53',Anton Søjberg (Monterey Bay) Substitution at 53',2025-05-29 04:49:14
13102,726706,8,45333923,57',Anton Søjberg (Monterey Bay) Yellow Card at 57',2025-05-29 04:49:14
13102,726706,9,45333937,62',Diego Gutiérrez (Monterey Bay) Substitution at 62',2025-05-29 04:49:14
13102,726706,10,45333944,64',Neco Brett (Spokane Velocity FC) Substitution at 64',2025-05-29 04:49:14
13102,726706,11,45333945,64',Shavon John-Brown (Spokane Velocity FC) Substitution at 64',2025-05-29 04:49:14
13102,726706,12,45333964,71',Grant Robinson (Monterey Bay) Yellow Card at 71',2025-05-29 04:49:14
13102,726706,13,45333980,80',Lucky Opara (Spokane Velocity FC) Substitution at 80',2025-05-29 04:49:14
13102,726706,14,45333981,80',Collin Fernandez (Spokane Velocity FC) Substitution at 80',2025-05-29 04:49:14
13102,726706,15,45334105,90'+6',Sam Gomez (Monterey Bay) Yellow Card at 96',2025-05-29 04:49:14
13102,726707,0,45343171,31',Bobosi Byaruhanga (Oakland Roots) Yellow Card at 31',2025-06-01 04:59:56
13102,726707,1,45343191,39',Osvaldo Lay (AV Alta FC) Yellow Card at 39',2025-06-01 04:59:56
13102,726707,2,45343356,57',Sebastian Cruz (AV Alta FC) Goal at 57',2025-06-01 04:59:56
13102,726707,3,45343358,58',Peter Wilson (Oakland Roots) Substitution at 58',2025-06-01 04:59:56
13102,726707,4,45343371,58',Morey Doner (Oakland Roots) Substitution at 58',2025-06-01 04:59:56
13102,726707,5,45343387,62',Morey Doner (Oakland Roots) Goal at 62',2025-06-02 04:55:28
13102,726707,6,45343394,63',Jerry Desdunes (AV Alta FC) Substitution at 63',2025-06-01 04:59:56
13102,726707,7,45343396,63',Peter Wilson (Oakland Roots) Goal at 63',2025-06-01 04:59:56
13102,726707,8,45343402,65',Baboucarr Njie (Oakland Roots) Substitution at 65',2025-06-01 04:59:56
13102,726707,9,45343417,65',Wolfgang Prentice (Oakland Roots) Substitution at 65',2025-06-01 04:59:56
13102,726707,10,45343418,67',Alassane Maboumou (AV Alta FC) Substitution at 67',2025-06-01 04:59:56
13102,726707,11,45343422,68',Adam Aoumaich (AV Alta FC) Substitution at 68',2025-06-01 04:59:56
13102,726707,12,45343438,70',Gagi Margvelashvili (Oakland Roots) Yellow Card at 70',2025-06-01 04:59:56
