seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13145,727704,11,45343857,88',Sveinn Aron Gudjohnsen (Sarpsborg FK) Substitution at 88',2025-06-02 04:55:28
13145,727704,12,45343858,88',Martin Håheim-Elveseter (Sarpsborg FK) Substitution at 88',2025-06-02 04:55:28
13145,727704,13,45343888,90'+11',Daniel Karlsbakk (Sarpsborg FK) Goal at 101',2025-06-02 04:55:28
13145,727704,14,45343891,90'+11',Daniel Karlsbakk (Sarpsborg FK) Yellow Card at 101',2025-06-02 04:55:28
13145,727704,15,45344016,90'+15',Leonard Owusu (Fredrikstad) Yellow Card at 105',2025-06-02 04:55:28
13145,727705,0,45344001,23',Luis Gorlich (Bryne) Yellow Card at 23',2025-06-03 04:52:15
13145,727705,1,45344005,24',Alfred Scriven (Bryne) Goal at 24',2025-06-03 04:52:15
13145,727705,2,45344072,45'+1',Sanel Bojadzic (Bryne) Penalty - Scored at 46',2025-06-03 04:52:15
13145,727705,3,45344148,63',Loris Mettler (Sandefjord) Substitution at 63',2025-06-03 04:52:15
13145,727705,4,45344156,68',Christopher Cheng (Sandefjord) Goal at 68',2025-06-03 04:52:15
13145,727705,5,45344162,69',Mats Thornes (Bryne) Substitution at 69',2025-06-03 04:52:15
13145,727705,6,45344169,72',Eirik Saunes (Bryne) Goal at 72',2025-06-03 04:52:15
13145,727705,7,45344177,75',Bendik Berntsen (Sandefjord) Substitution at 75',2025-06-03 04:52:15
13145,727705,8,45344178,75',Robin Dzabic (Sandefjord) Substitution at 75',2025-06-03 04:52:15
13145,727705,9,45344197,85',Sjur Torgersen (Bryne) Substitution at 85',2025-06-03 04:52:15
13145,727705,10,45344200,87',Vetle Egeli (Sandefjord) Substitution at 87',2025-06-03 04:52:15
13145,727705,11,45344206,90'+1',Sondre Norheim (Bryne) Substitution at 91',2025-06-03 04:52:15
13145,727705,12,45344211,90'+2',Christopher Cheng (Sandefjord) Goal at 92',2025-06-03 04:52:15
13145,727705,13,45344214,90'+6',Alfred Scriven (Bryne) Yellow Card at 96',2025-06-03 04:52:15
13145,727706,0,45343968,18',Mikkel Konradsen Ceide (Rosenborg) Substitution at 18',2025-06-02 04:55:28
13145,727706,1,45343980,22',Ayoub Aleesami (KFUM Oslo) Yellow Card at 22',2025-06-02 04:55:28
13145,727706,2,45344105,45',Emil Konradsen Ceide (Rosenborg) Substitution at 45',2025-06-02 04:55:28
13145,727706,3,45344109,46',Mikkel Konradsen Ceide (Rosenborg) Yellow Card at 46',2025-06-02 04:55:28
13145,727706,4,45344149,68',Ulrik Jenssen (Rosenborg) Yellow Card at 68',2025-06-02 04:55:28
13145,727706,5,45344154,72',Johannes Hummelvoll-Nuñez (KFUM Oslo) Substitution at 72',2025-06-02 04:55:28
13145,727706,6,45344157,74',Marius Sivertsen Broholm (Rosenborg) Penalty - Scored at 74',2025-06-02 04:55:28
13145,727706,7,45344166,76',Sverre Sandal (KFUM Oslo) Yellow Card at 76',2025-06-02 04:55:28
13145,727706,8,45344167,76',Daniel Schneider (KFUM Oslo) Substitution at 76',2025-06-02 04:55:28
13145,727706,9,45344170,78',Dino Islamovic (Rosenborg) Substitution at 78',2025-06-02 04:55:28
13145,727706,10,45344180,82',Teodor Haltvik (KFUM Oslo) Substitution at 82',2025-06-02 04:55:28
13145,727706,11,45344185,82',Mame Mor Ndiaye (KFUM Oslo) Substitution at 82',2025-06-02 04:55:28
13145,727706,12,45344186,83',Mame Mor Ndiaye (KFUM Oslo) Goal at 83',2025-06-02 04:55:28
13145,727706,13,45344188,86',Isak Thorvaldsson (Rosenborg) Substitution at 86',2025-06-02 04:55:28
13145,727706,14,45344189,86',Jonas Mortensen (Rosenborg) Substitution at 86',2025-06-02 04:55:28
13145,727707,0,45343941,7',Ulrik Saltnes (Bodo/Glimt) Goal at 7',2025-06-03 04:52:15
13145,727707,1,45343957,12',Morten Konradsen (Haugesund) Yellow Card at 12',2025-06-03 04:52:15
13145,727707,2,45343985,24',Anders Bondhus (Haugesund) Substitution at 24',2025-06-03 04:52:15
13145,727707,3,45343994,26',Hakon Evjen (Bodo/Glimt) Yellow Card at 26',2025-06-03 04:52:15
13145,727707,4,45344026,37',Odin Bjortuft (Bodo/Glimt) Substitution at 37',2025-06-03 04:52:15
13145,727707,5,45344074,45'+6',Mikkel Fischer (Haugesund) Yellow Card at 51',2025-06-03 04:52:15
13145,727707,6,45344113,45',Sondre Auklend (Bodo/Glimt) Substitution at 45',2025-06-03 04:52:15
13145,727707,7,45344119,50',Jens Hauge (Bodo/Glimt) Goal at 50',2025-06-03 04:52:15
