Rn,seasonType,leagueId,eventId,date,venueId,attendance,homeTeamId,awayTeamId,homeTeamWinner,awayTeamWinner,homeTeamScore,awayTeamScore,homeTeamShootoutScore,awayTeamShootoutScore,statusId,updateTime,source_file,table_type,team_relation,processed_team_id,year,last_matchDateTime,teamRank,teamId,gamesPlayed,wins,ties,losses,points,gf,ga,gd,deductions,clean_sheet,form,next_opponent,next_homeAway,next_matchDateTime,timeStamp,seasonYear,midsizeName,teamName,athleteId,playerDisplayName,jersey,position,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,328464.0,Nico O'Reilly,75.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,361355.0,Claudio Echeverri,30.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,253989.0,Erling Haaland,9.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,283672.0,Jérémy Doku,11.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,303745.0,Omar Marmoush,7.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,304470.0,Savinho,26.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13370,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-05-16 04:54:58,2025.0,FIFA.CWC,Manchester City,346910.0,Divin Mubama,67.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,37557.0,Scott Carson,33.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,151855.0,Stefan Ortega,18.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,176948.0,Ederson,31.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,372017.0,Spike Brits,80.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,157974.0,John Stones,5.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,159248.0,Nathan Aké,6.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,214562.0,Manuel Akanji,25.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,234878.0,Rúben Dias,3.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,299910.0,Josko Gvardiol,24.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,325564.0,Rico Lewis,82.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,347046.0,Max Alleyne,68.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,357337.0,Jahmai Simpson-Pusey,66.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,361434.0,Vitor Reis,22.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,362211.0,Abdukodir Khusanov,45.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,131424.0,Ilkay Gündogan,19.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,134947.0,Kevin De Bruyne,17.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,154595.0,Mateo Kovacic,8.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,172850.0,Jack Grealish,10.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,199833.0,Bernardo Silva,20.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,231828.0,Rodri,16.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,250787.0,Phil Foden,47.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,298518.0,James McAtee,87.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,303785.0,Matheus Nunes,27.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,307111.0,Oscar Bobb,52.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,323986.0,Nicolas Gonzalez,,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,328464.0,Nico O'Reilly,75.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,361355.0,Claudio Echeverri,,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,253989.0,Erling Haaland,9.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,283672.0,Jérémy Doku,11.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,303745.0,Omar Marmoush,7.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,304470.0,Savinho,26.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12654,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-02-06 05:42:07,2024.0,ENG.1,Manchester City,346910.0,Divin Mubama,67.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,37557.0,Scott Carson,33.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,151855.0,Stefan Ortega,18.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,176948.0,Ederson,31.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,372017.0,Spike Brits,80.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,157974.0,John Stones,5.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,159248.0,Nathan Aké,6.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,214562.0,Manuel Akanji,25.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,234878.0,Rúben Dias,3.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,299910.0,Josko Gvardiol,24.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,325564.0,Rico Lewis,82.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,347046.0,Max Alleyne,68.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,357337.0,Jahmai Simpson-Pusey,66.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,361434.0,Vitor Reis,22.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,362211.0,Abdukodir Khusanov,45.0,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,131424.0,Ilkay Gündogan,19.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,134947.0,Kevin De Bruyne,17.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,154595.0,Mateo Kovacic,8.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,172850.0,Jack Grealish,10.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,199833.0,Bernardo Silva,20.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,231828.0,Rodri,16.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,250787.0,Phil Foden,47.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,298518.0,James McAtee,87.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,303785.0,Matheus Nunes,27.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,307111.0,Oscar Bobb,52.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,328464.0,Nico O'Reilly,75.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,361355.0,Claudio Echeverri,,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,365340.0,Jacob Wright,56.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,253989.0,Erling Haaland,9.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,283672.0,Jérémy Doku,11.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,303745.0,Omar Marmoush,7.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,304470.0,Savinho,26.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12885,,,,,,,,,,,,,,,,teamroster.csv,unknown,,382,,,,382.0,,,,,,,,,,,,,,,2025-01-28 15:06:30,2024.0,UEFA.CHAMPIONS,Manchester City,346910.0,Divin Mubama,67.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12282,,701272.0,,,,,,,,,,,,,2024-07-24 10:42:00,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,5.0,0.0,0.0,1.0,5.0,2.0,16.0,9.0,0.6,0.0,0.0,384.0,432.0,0.9,4.0,7.0,0.6,28.0,16.0,0.6,4.0,7.0,9.0,0.8,4.0,2.0,2.0
,12282,,701274.0,,,,,,,,,,,,,2024-07-28 10:42:38,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,43.3,13.0,0.0,0.0,4.0,2.0,3.0,10.0,3.0,0.3,0.0,0.0,446.0,485.0,0.9,2.0,7.0,0.3,34.0,18.0,0.5,2.0,9.0,13.0,0.7,5.0,8.0,8.0
,12282,,701275.0,,,,,,,,,,,,,2024-08-01 08:10:51,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,57.1,8.0,2.0,0.0,0.0,4.0,1.0,16.0,6.0,0.4,0.0,0.0,548.0,607.0,0.9,3.0,15.0,0.2,47.0,26.0,0.6,6.0,12.0,16.0,0.8,10.0,11.0,11.0
,12282,,701278.0,,,,,,,,,,,,,2024-08-04 08:14:30,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,43.7,12.0,1.0,0.0,1.0,3.0,2.0,10.0,7.0,0.7,1.0,1.0,346.0,395.0,0.9,2.0,6.0,0.3,48.0,30.0,0.6,1.0,8.0,10.0,0.8,13.0,8.0,8.0
,12585,,702836.0,,,,,,,,,,,,,2024-08-11 08:15:10,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,10.0,2.0,0.0,0.0,6.0,1.0,9.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
,12654,,704287.0,,,,,,,,,,,,,2024-08-19 04:19:04,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,51.8,9.0,1.0,0.0,1.0,3.0,3.0,11.0,5.0,0.5,0.0,0.0,477.0,535.0,0.9,1.0,11.0,0.1,35.0,17.0,0.5,3.0,9.0,16.0,0.6,10.0,17.0,17.0
,12654,,704295.0,,,,,,,,,,,,,2024-08-25 04:19:45,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,75.2,4.0,2.0,0.0,3.0,10.0,0.0,14.0,5.0,0.4,1.0,1.0,700.0,755.0,0.9,5.0,17.0,0.3,27.0,22.0,0.8,3.0,6.0,14.0,0.4,6.0,8.0,8.0
,12654,,704307.0,,,,,,,,,,,,,2024-09-01 04:22:00,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,67.6,3.0,2.0,0.0,1.0,11.0,2.0,23.0,8.0,0.3,0.0,0.0,670.0,726.0,0.9,8.0,22.0,0.4,47.0,34.0,0.7,5.0,12.0,15.0,0.8,7.0,18.0,18.0
,12654,,704315.0,,,,,,,,,,,,,2024-09-15 04:17:47,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,53.8,9.0,3.0,0.0,1.0,12.0,5.0,18.0,7.0,0.4,0.0,0.0,485.0,544.0,0.9,1.0,15.0,0.1,36.0,25.0,0.7,5.0,5.0,12.0,0.4,5.0,12.0,12.0
,12654,,704325.0,,,,,,,,,,,,,2024-10-14 06:59:34,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,77.2,7.0,3.0,0.0,0.0,8.0,1.0,33.0,11.0,0.3,0.0,0.0,644.0,705.0,0.9,6.0,24.0,0.3,42.0,21.0,0.5,13.0,5.0,10.0,0.5,3.0,9.0,9.0
,12654,,704336.0,,,,,,,,,,,,,2024-10-14 06:59:34,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,62.3,10.0,4.0,0.0,0.0,6.0,3.0,16.0,6.0,0.4,0.0,0.0,490.0,558.0,0.9,2.0,19.0,0.1,37.0,18.0,0.5,6.0,11.0,15.0,0.7,7.0,20.0,20.0
,12654,,704348.0,,,,,,,,,,,,,2024-10-14 06:59:34,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,58.1,4.0,2.0,0.0,0.0,8.0,2.0,20.0,7.0,0.4,0.0,0.0,575.0,634.0,0.9,6.0,16.0,0.4,16.0,11.0,0.7,8.0,7.0,10.0,0.7,4.0,19.0,19.0
,12654,,704358.0,,,,,,,,,,,,,2024-10-21 05:12:06,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,77.6,5.0,1.0,0.0,1.0,18.0,1.0,22.0,7.0,0.3,0.0,0.0,657.0,731.0,0.9,7.0,40.0,0.2,17.0,12.0,0.7,8.0,10.0,14.0,0.7,3.0,5.0,5.0
,12654,,704363.0,,,,,,,,,,,,,2024-10-27 05:16:31,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,56.9,9.0,1.0,0.0,1.0,12.0,2.0,22.0,8.0,0.4,0.0,0.0,571.0,616.0,0.9,10.0,29.0,0.3,22.0,12.0,0.5,7.0,7.0,12.0,0.6,10.0,14.0,14.0
,12654,,704377.0,,,,,,,,,,,,,2024-11-03 13:39:59,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,64.5,6.0,1.0,0.0,0.0,10.0,4.0,18.0,4.0,0.2,0.0,0.0,541.0,600.0,0.9,6.0,27.0,0.2,37.0,23.0,0.6,4.0,7.0,14.0,0.5,5.0,8.0,8.0
,12654,,704381.0,,,,,,,,,,,,,2024-11-10 06:19:29,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,60.5,10.0,3.0,0.0,1.0,4.0,2.0,15.0,6.0,0.4,0.0,0.0,586.0,653.0,0.9,4.0,11.0,0.4,40.0,24.0,0.6,3.0,5.0,12.0,0.4,4.0,8.0,8.0
,12654,,704396.0,,,,,,,,,,,,,2024-11-24 15:57:29,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,0.0,57.6,19.0,4.0,0.0,2.0,9.0,3.0,23.0,5.0,0.2,0.0,0.0,523.0,566.0,0.9,7.0,33.0,0.2,31.0,22.0,0.7,7.0,8.0,13.0,0.6,9.0,13.0,13.0
,12654,,704406.0,,,,,,,,,,,,,2024-12-02 05:58:43,teamstats.csv,teams,teamId,382,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,1.0,56.2,8.0,3.0,0.0,3.0,4.0,5.0,8.0,2.0,0.3,0.0,0.0,481.0,544.0,0.9,0.0,9.0,0.0,32.0,10.0,0.3,3.0,14.0,17.0,0.8,5.0,21.0,21.0
